code,rwork_torchref,rfree_torchref,rwork_phenix,rfree_phenix,rwork_refmac,rfree_refmac,d_min,delta_rwork_phenix,delta_rfree_phenix,delta_rwork_refmac,delta_rfree_refmac
4G3H,0.326300,0.383700,0.333100,0.390500,0.324100,0.385300,2.200029,-0.680000,-0.680000,0.220000,-0.160000
3W3W,0.254100,0.287700,0.248700,0.278900,0.274100,0.309800,2.200033,0.540000,0.880000,-2.000000,-2.210000
2IJE,0.256700,0.296900,0.260800,0.299400,0.257500,0.294300,2.200036,-0.410000,-0.250000,-0.080000,0.260000
4JGX,0.243800,0.277600,0.253200,0.288900,0.241900,0.280800,2.200037,-0.940000,-1.130000,0.190000,-0.320000
3NO8,0.254000,0.315100,0.259900,0.311800,0.255400,0.313400,2.200039,-0.590000,0.330000,-0.140000,0.170000
2A25,0.274800,0.332800,0.306500,0.368300,0.285600,0.325800,2.200046,-3.170000,-3.550000,-1.080000,0.700000
5Q1H,0.336300,0.396400,0.347000,0.417100,0.360600,0.429400,2.200047,-1.070000,-2.070000,-2.430000,-3.300000
2F8L,0.240100,0.271000,0.248100,0.266100,0.242100,0.264900,2.200051,-0.800000,0.490000,-0.200000,0.610000
3N74,0.225000,0.271000,0.221000,0.270700,0.228100,0.269100,2.200057,0.400000,0.030000,-0.310000,0.190000
3T9O,0.252900,0.313800,0.249200,0.303500,0.248000,0.281100,2.200096,0.370000,1.030000,0.490000,3.270000
3NJB,0.274600,0.306100,0.266000,0.299800,0.261300,0.296200,2.200237,0.860000,0.630000,1.330000,0.990000
1FG3,0.266900,0.308400,0.240800,0.301600,0.252100,0.301200,2.200241,2.610000,0.680000,1.480000,0.720000
3QC1,0.371700,0.421800,0.366600,0.402500,0.310000,0.342900,2.200494,0.510000,1.930000,6.170000,7.890000
3DJN,0.234900,0.237100,0.236100,0.247200,0.232200,0.227600,2.200570,-0.120000,-1.010000,0.270000,0.950000
1N6J,0.375000,0.423700,0.400000,0.443700,0.384800,0.426000,2.201062,-2.500000,-2.000000,-0.980000,-0.230000
3JWH,0.283500,0.334000,0.288700,0.334500,0.275100,0.321300,2.202012,-0.520000,-0.050000,0.840000,1.270000
3UVO,0.244200,0.331600,0.248400,0.322900,0.244100,0.313300,2.202578,-0.420000,0.870000,0.010000,1.830000
6J7Y,0.239900,0.282300,0.254000,0.284200,0.240600,0.280700,2.202589,-1.410000,-0.190000,-0.070000,0.160000
1ETE,0.268900,0.349300,0.273100,0.352000,0.269700,0.338700,2.203287,-0.420000,-0.270000,-0.080000,1.060000
3V70,0.237000,0.305700,0.240500,0.311700,0.232400,0.303900,2.206465,-0.350000,-0.600000,0.460000,0.180000
4UCI,0.468500,0.481000,0.449300,0.480000,0.458000,0.476300,2.210001,1.920000,0.100000,1.050000,0.470000
1Y8Q,0.228600,0.262200,0.225200,0.257700,0.223200,0.252200,2.217328,0.340000,0.450000,0.540000,1.000000
1EJ1,0.258000,0.311600,0.250500,0.308100,0.256200,0.294000,2.219730,0.750000,0.350000,0.180000,1.760000
4EOY,0.366500,0.436500,0.371900,0.417800,0.390000,0.429000,2.222293,-0.540000,1.870000,-2.350000,0.750000
2EXU,0.497200,0.501000,0.487200,0.514100,0.489800,0.513300,2.225396,1.000000,-1.310000,0.740000,-1.230000
2FFF,0.224900,0.293400,0.229900,0.298900,0.223400,0.287700,2.225953,-0.500000,-0.550000,0.150000,0.570000
6FX6,0.294700,0.368900,0.288900,0.359400,0.299000,0.364500,2.228005,0.580000,0.950000,-0.430000,0.440000
2Q1Z,0.430500,0.468500,0.424200,0.470900,0.391800,0.427500,2.239024,0.630000,-0.240000,3.870000,4.100000
5DRM,0.244600,0.275700,0.253300,0.284700,0.247700,0.276100,2.240542,-0.870000,-0.900000,-0.310000,-0.040000
4Q13,0.254700,0.303900,0.250500,0.291700,0.248200,0.283700,2.241193,0.420000,1.220000,0.650000,2.020000
5DBE,0.268200,0.313400,0.236100,0.269700,0.234300,0.294200,2.246022,3.210000,4.370000,3.390000,1.920000
2XPL,0.250700,0.332800,0.245400,0.324900,0.250100,0.308600,2.248756,0.530000,0.790000,0.060000,2.420000
2P62,0.248500,0.284600,0.265400,0.299800,0.251000,0.281200,2.249991,-1.690000,-1.520000,-0.250000,0.340000
3HST,0.232900,0.281800,0.227600,0.283100,0.246700,0.295000,2.250001,0.530000,-0.130000,-1.380000,-1.320000
4RHO,0.323700,0.379900,0.328800,0.387200,0.322700,0.377700,2.250007,-0.510000,-0.730000,0.100000,0.220000
2C90,0.367900,0.438200,0.362000,0.433000,0.376300,0.448400,2.250094,0.590000,0.520000,-0.840000,-1.020000
1IKN,0.342300,0.376600,0.338800,0.409000,0.329600,0.374800,2.250901,0.350000,-3.240000,1.270000,0.180000
5VLB,0.241100,0.298000,0.237100,0.293700,0.233800,0.288200,2.254547,0.400000,0.430000,0.730000,0.980000
3HBC,0.281200,0.335900,0.292000,0.348700,0.279900,0.316900,2.269217,-1.080000,-1.280000,0.130000,1.900000
1JN9,0.461800,0.526400,0.458200,0.505300,0.433400,0.498300,2.270042,0.360000,2.110000,2.840000,2.810000
6OHI,0.452500,0.538500,0.442400,0.540700,0.434000,0.538600,2.272001,1.010000,-0.220000,1.850000,-0.010000
1A7V,0.242400,0.298300,0.225900,0.317200,0.239300,0.304600,2.272762,1.650000,-1.890000,0.310000,-0.630000
1OC0,0.263800,0.341400,0.259600,0.337800,0.265000,0.350700,2.280005,0.420000,0.360000,-0.120000,-0.930000
4EWI,0.364400,0.428800,0.368200,0.443500,0.353500,0.418700,2.280053,-0.380000,-1.470000,1.090000,1.010000
5A0T,0.238900,0.259100,0.267200,0.285700,0.230900,0.252300,2.282618,-2.830000,-2.660000,0.800000,0.680000
1WU2,0.314200,0.361500,0.311600,0.362100,0.328500,0.375700,2.283683,0.260000,-0.060000,-1.430000,-1.420000
2I7H,0.260100,0.304200,0.260900,0.302200,0.257000,0.291300,2.288015,-0.080000,0.200000,0.310000,1.290000
4QXA,0.283000,0.357300,0.283600,0.351000,0.274700,0.338800,2.292019,-0.060000,0.630000,0.830000,1.850000
6VD8,0.286600,0.357000,0.280000,0.340900,0.406600,0.396600,2.295029,0.660000,1.610000,-12.000000,-3.960000
3H1T,0.261400,0.318500,0.258700,0.315500,0.260000,0.307800,2.296760,0.270000,0.300000,0.140000,1.070000
1YEM,0.240100,0.288500,0.248900,0.289600,0.236500,0.277700,2.297646,-0.880000,-0.110000,0.360000,1.080000
7JI4,0.343800,0.442400,0.349800,0.386800,0.338700,0.365800,2.298366,-0.600000,5.560000,0.510000,7.660000
5TJA,0.252700,0.314300,0.254200,0.327300,0.275500,0.316300,2.299038,-0.150000,-1.300000,-2.280000,-0.200000
2B7O,0.266300,0.305000,0.272100,0.304200,0.262900,0.303100,2.299122,-0.580000,0.080000,0.340000,0.190000
1Q15,0.252500,0.305300,0.236200,0.293800,0.252500,0.305000,2.299922,1.630000,1.150000,0.000000,0.030000
4PFS,0.244700,0.317400,0.243900,0.322100,0.240000,0.314200,2.299984,0.080000,-0.470000,0.470000,0.320000
6RFT,0.279400,0.327400,0.266900,0.323100,0.272400,0.319900,2.299988,1.250000,0.430000,0.700000,0.750000
4R10,0.229600,0.256300,0.248700,0.263900,0.241200,0.262500,2.299991,-1.910000,-0.760000,-1.160000,-0.620000
6IR8,0.449700,0.467200,0.428500,0.469200,0.451100,0.474300,2.300010,2.120000,-0.200000,-0.140000,-0.710000
1N0L,0.302700,0.374600,0.292800,0.364700,0.301900,0.355800,2.300016,0.990000,0.990000,0.080000,1.880000
1OBR,0.206700,0.231100,0.179600,0.208100,0.191800,0.209300,2.300017,2.710000,2.300000,1.490000,2.180000
5UV4,0.244400,0.293800,0.248600,0.309100,0.234500,0.286400,2.300025,-0.420000,-1.530000,0.990000,0.740000
1PG3,0.217500,0.277000,0.213000,0.275500,0.220700,0.274500,2.300028,0.450000,0.150000,-0.320000,0.250000
1AJ6,0.302700,0.339600,0.278800,0.337000,0.329000,0.351200,2.300033,2.390000,0.260000,-2.630000,-1.160000
5H5Y,0.304900,0.361800,0.309600,0.360300,0.321500,0.374900,2.300037,-0.470000,0.150000,-1.660000,-1.310000
4PQZ,0.257100,0.293200,0.275400,0.292400,0.282800,0.298800,2.300042,-1.830000,0.080000,-2.570000,-0.560000
1BIA,0.274100,0.347700,0.276700,0.348500,0.286500,0.347200,2.300049,-0.260000,-0.080000,-1.240000,0.050000
2Y9W,0.270100,0.332600,0.268700,0.334000,0.270500,0.331600,2.300059,0.140000,-0.140000,-0.040000,0.100000
2D0T,0.228000,0.271500,0.230100,0.273600,0.224800,0.265900,2.300066,-0.210000,-0.210000,0.320000,0.560000
6JC4,0.249600,0.307000,0.241400,0.294300,0.247800,0.295900,2.300078,0.820000,1.270000,0.180000,1.110000
1AK5,0.205100,0.225700,0.213400,0.230200,0.208100,0.226600,2.300098,-0.830000,-0.450000,-0.300000,-0.090000
5XUK,0.271300,0.313000,0.274300,0.314600,0.306800,0.380600,2.300100,-0.300000,-0.160000,-3.550000,-6.760000
2GD9,0.319000,0.351400,0.310000,0.352000,0.336800,0.364600,2.300228,0.900000,-0.060000,-1.780000,-1.320000
2VZB,0.225600,0.291700,0.223700,0.281800,0.225400,0.283400,2.300266,0.190000,0.990000,0.020000,0.830000
6JZA,0.381500,0.402600,0.282300,0.343100,0.267700,0.316700,2.300281,9.920000,5.950000,11.380000,8.590000
2AQ4,0.313500,0.343200,0.314300,0.350500,0.325100,0.346500,2.300425,-0.080000,-0.730000,-1.160000,-0.330000
2Z7E,0.310400,0.364100,0.319300,0.375600,0.305600,0.355100,2.300671,-0.890000,-1.150000,0.480000,0.900000
3PPU,0.223300,0.264700,0.221200,0.266400,0.218500,0.261300,2.301516,0.210000,-0.170000,0.480000,0.340000
1RZN,0.231500,0.278600,0.232500,0.261500,0.235800,0.271100,2.301586,-0.100000,1.710000,-0.430000,0.750000
3HTK,0.380900,0.431300,0.383800,0.452300,0.389300,0.449000,2.305730,-0.290000,-2.100000,-0.840000,-1.770000
2GA9,0.247300,0.319100,0.232800,0.316100,0.249500,0.323600,2.306743,1.450000,0.300000,-0.220000,-0.450000
3UNG,0.286300,0.338400,0.295400,0.342900,0.265400,0.320400,2.309640,-0.910000,-0.450000,2.090000,1.800000
2P8Q,0.325800,0.372800,0.303400,0.350700,0.327500,0.379500,2.313724,2.240000,2.210000,-0.170000,-0.670000
3CQO,0.226800,0.275800,0.219700,0.274400,0.223900,0.271700,2.320756,0.710000,0.140000,0.290000,0.410000
5DAY,0.329900,0.401100,0.340500,0.413200,0.324800,0.392200,2.329002,-1.060000,-1.210000,0.510000,0.890000
2QKL,0.303000,0.405700,0.314800,0.423800,0.339700,0.436400,2.330042,-1.180000,-1.810000,-3.670000,-3.070000
3T0Q,0.294400,0.353000,0.292200,0.350500,0.311600,0.355900,2.341774,0.220000,0.250000,-1.720000,-0.290000
6L8E,0.460300,0.486600,0.456800,0.498100,0.446800,0.474400,2.346019,0.350000,-1.150000,1.350000,1.220000
5C5V,0.363500,0.393700,0.374000,0.390400,0.358800,0.385400,2.347882,-1.050000,0.330000,0.470000,0.830000
5I47,0.278800,0.321400,0.256700,0.305000,0.297400,0.326500,2.349610,2.210000,1.640000,-1.860000,-0.510000
3DLA,0.210500,0.256400,0.208100,0.250300,0.210800,0.247600,2.350032,0.240000,0.610000,-0.030000,0.880000
1A4E,0.199600,0.240800,0.199000,0.234100,0.197900,0.232100,2.350540,0.060000,0.670000,0.170000,0.870000
3EC1,0.323500,0.379200,0.329500,0.378600,0.378400,0.436400,2.352630,-0.600000,0.060000,-5.490000,-5.720000
3RST,0.214100,0.249100,0.214200,0.248100,0.210400,0.244300,2.366721,-0.010000,0.100000,0.370000,0.480000
5TLD,0.243700,0.310400,0.247200,0.312400,0.263600,0.332600,2.373732,-0.350000,-0.200000,-1.990000,-2.220000
1QJV,0.217400,0.268100,0.212600,0.268100,0.222200,0.267200,2.377253,0.480000,0.000000,-0.480000,0.090000
2P1L,0.280000,0.342000,0.288600,0.340700,0.273900,0.322000,2.391001,-0.860000,0.130000,0.610000,2.000000
6JJW,0.521500,0.530500,0.485700,0.517500,0.524700,0.504900,2.393315,3.580000,1.300000,-0.320000,2.560000
2B5E,0.379000,0.402800,0.388300,0.437100,0.379700,0.419600,2.398087,-0.930000,-3.430000,-0.070000,-1.680000
2Z1Z,0.206800,0.252800,0.205100,0.251800,0.205100,0.244400,2.398485,0.170000,0.100000,0.170000,0.840000
5UQP,0.465400,0.495500,0.456600,0.500900,0.462000,0.494900,2.398661,0.880000,-0.540000,0.340000,0.060000
1E79,0.357800,0.384100,0.310000,0.362300,0.329000,0.373600,2.399897,4.780000,2.180000,2.880000,1.050000
1SO2,0.243400,0.286100,0.246500,0.281900,0.241400,0.276300,2.399966,-0.310000,0.420000,0.200000,0.980000
4EX5,0.252300,0.286600,0.255500,0.290600,0.255700,0.286800,2.399980,-0.320000,-0.400000,-0.340000,-0.020000
6CQL,0.375300,0.409500,0.366700,0.409900,0.371300,0.410300,2.400001,0.860000,-0.040000,0.400000,-0.080000
4ALY,0.228400,0.272500,0.226600,0.265600,0.228000,0.260100,2.400006,0.180000,0.690000,0.040000,1.240000
4FC4,0.212300,0.251000,0.213800,0.242200,0.212100,0.242200,2.400013,-0.150000,0.880000,0.020000,0.880000
1D9E,0.224200,0.253600,0.226000,0.258900,0.222300,0.250700,2.400020,-0.180000,-0.530000,0.190000,0.290000
3IC8,0.289200,0.350300,0.269600,0.340500,0.294400,0.362500,2.400036,1.960000,0.980000,-0.520000,-1.220000
7KQ0,0.282800,0.349500,0.277200,0.338300,0.274600,0.339100,2.400066,0.560000,1.120000,0.820000,1.040000
1OY5,0.311200,0.354200,0.313900,0.365800,0.306600,0.363400,2.400091,-0.270000,-1.160000,0.460000,-0.920000
6F1S,0.261400,0.279800,0.255200,0.299200,0.269400,0.288600,2.400097,0.620000,-1.940000,-0.800000,-0.880000
2AP2,0.511300,0.536800,0.479100,0.539300,0.488500,0.531100,2.400123,3.220000,-0.250000,2.280000,0.570000
3R6B,0.505600,0.505000,0.487200,0.505800,0.542100,0.537400,2.400189,1.840000,-0.080000,-3.650000,-3.240000
3E8V,0.268700,0.305000,0.238800,0.257500,0.298000,0.347400,2.400430,2.990000,4.750000,-2.930000,-4.240000
2F9Z,0.255500,0.331400,0.254200,0.334800,0.257000,0.316900,2.401122,0.130000,-0.340000,-0.150000,1.450000
5UZU,0.252800,0.317500,0.247500,0.313900,0.251100,0.314300,2.402722,0.530000,0.360000,0.170000,0.320000
4GMV,0.248800,0.314300,0.245600,0.312900,0.247500,0.307500,2.402827,0.320000,0.140000,0.130000,0.680000
7JN9,0.543100,0.495900,0.555300,0.533100,0.551200,0.571000,2.403713,-1.220000,-3.720000,-0.810000,-7.510000
5GOX,0.499000,0.580100,0.472200,0.579200,0.503400,0.554200,2.405085,2.680000,0.090000,-0.440000,2.590000
6WT6,0.335000,0.354000,0.234400,0.290300,0.268500,0.316300,2.405941,10.060000,6.370000,6.650000,3.770000
3KXR,0.360700,0.454600,0.369100,0.469000,0.364000,0.458600,2.413830,-0.840000,-1.440000,-0.330000,-0.400000
3MB2,0.422900,0.438400,0.418200,0.452900,0.399000,0.433200,2.414079,0.470000,-1.450000,2.390000,0.520000
5IYX,0.255300,0.319400,0.260300,0.322800,0.248400,0.304500,2.426943,-0.500000,-0.340000,0.690000,1.490000
3E98,0.345900,0.407800,0.337100,0.391000,0.349400,0.400400,2.430022,0.880000,1.680000,-0.350000,0.740000
3CAX,0.221900,0.235600,0.226500,0.234900,0.221500,0.245000,2.432614,-0.460000,0.070000,0.040000,-0.940000
3OFJ,0.241200,0.304400,0.229600,0.323900,0.279300,0.363400,2.434069,1.160000,-1.950000,-3.810000,-5.900000
1JAC,0.252400,0.316200,0.245800,0.307700,0.244200,0.304700,2.438061,0.660000,0.850000,0.820000,1.150000
4PSI,0.390900,0.451800,0.397400,0.471000,0.374000,0.436300,2.450007,-0.650000,-1.920000,1.690000,1.550000
4FIX,0.235700,0.282000,0.229400,0.274400,0.243700,0.287100,2.450655,0.630000,0.760000,-0.800000,-0.510000
1OQE,0.226300,0.258400,0.234800,0.269600,0.218700,0.248700,2.453912,-0.850000,-1.120000,0.760000,0.970000
6VHI,0.210400,0.205700,0.202600,0.232100,0.206400,0.236800,2.458940,0.780000,-2.640000,0.400000,-3.110000
6K6R,0.263000,0.273300,0.254900,0.291700,0.266300,0.281700,2.470881,0.810000,-1.840000,-0.330000,-0.840000
6S2P,0.317400,0.382500,0.329900,0.402300,0.351100,0.404600,2.475763,-1.250000,-1.980000,-3.370000,-2.210000
1R3U,0.214200,0.261300,0.218100,0.273200,0.212200,0.268700,2.483102,-0.390000,-1.190000,0.200000,-0.740000
2NLY,0.209700,0.227200,0.208000,0.235900,0.211700,0.234000,2.485034,0.170000,-0.870000,-0.200000,-0.680000
1X1Q,0.383900,0.409900,0.307500,0.380100,0.313200,0.376500,2.489373,7.640000,2.980000,7.070000,3.340000
3TU7,0.394200,0.479900,0.337900,0.437400,0.364200,0.463800,2.494743,5.630000,4.250000,3.000000,1.610000
3SF5,0.217000,0.290800,0.207300,0.286300,0.211400,0.289700,2.495086,0.970000,0.450000,0.560000,0.110000
3P86,0.251600,0.296500,0.244300,0.285100,0.232800,0.278700,2.495321,0.730000,1.140000,1.880000,1.780000
1VDD,0.269700,0.312200,0.263000,0.306600,0.240200,0.289200,2.495882,0.670000,0.560000,2.950000,2.300000
3KFW,0.324700,0.368600,0.325300,0.381500,0.316100,0.368700,2.496041,-0.060000,-1.290000,0.860000,-0.010000
5AA5,0.279500,0.336800,0.258400,0.332200,0.269700,0.329900,2.496605,2.110000,0.460000,0.980000,0.690000
1UEF,0.323300,0.384700,0.367300,0.442100,0.336300,0.412300,2.497232,-4.400000,-5.740000,-1.300000,-2.760000
2CB4,0.244600,0.290500,0.241000,0.289400,0.239500,0.287700,2.499953,0.360000,0.110000,0.510000,0.280000
4NWZ,0.266700,0.313600,0.257200,0.307500,0.263200,0.321500,2.500007,0.950000,0.610000,0.350000,-0.790000
2YGK,0.309600,0.353500,0.310900,0.380700,0.301900,0.347800,2.500012,-0.130000,-2.720000,0.770000,0.570000
3H6E,0.257700,0.318700,0.243400,0.313200,0.245300,0.310500,2.500013,1.430000,0.550000,1.240000,0.820000
3VYN,0.202600,0.253600,0.197200,0.251500,0.201000,0.252600,2.500014,0.540000,0.210000,0.160000,0.100000
5LTD,0.255100,0.310600,0.250900,0.316700,0.254600,0.296500,2.500026,0.420000,-0.610000,0.050000,1.410000
5LU2,0.272300,0.328500,0.281700,0.352900,0.251600,0.316800,2.500029,-0.940000,-2.440000,2.070000,1.170000
5OU8,0.347200,0.382100,0.379300,0.421200,0.369200,0.419800,2.500032,-3.210000,-3.910000,-2.200000,-3.770000
2IVM,0.194100,0.222300,0.198200,0.232400,0.260000,0.274000,2.500035,-0.410000,-1.010000,-6.590000,-5.170000
7K3J,0.304600,0.333000,0.400500,0.441800,0.297200,0.341800,2.500048,-9.590000,-10.880000,0.740000,-0.880000
5XRW,0.333000,0.422600,0.287300,0.364000,0.366800,0.432200,2.500056,4.570000,5.860000,-3.380000,-0.960000
6PJQ,0.286400,0.379500,0.283700,0.369200,0.293500,0.357400,2.500062,0.270000,1.030000,-0.710000,2.210000
1FSI,0.271200,0.313300,0.275300,0.326600,0.264900,0.301900,2.500125,-0.410000,-1.330000,0.630000,1.140000
5TM9,0.255000,0.328500,0.266100,0.356400,0.248200,0.309000,2.500129,-1.110000,-2.790000,0.680000,1.950000
4ME9,0.261400,0.312100,0.262900,0.305600,0.252400,0.292300,2.500178,-0.150000,0.650000,0.900000,1.980000
3VEP,0.521800,0.550000,0.525400,0.566500,0.522000,0.558400,2.500252,-0.360000,-1.650000,-0.020000,-0.840000
3LOC,0.292700,0.333300,0.289900,0.336900,0.277200,0.316700,2.500386,0.280000,-0.360000,1.550000,1.660000
1HNO,0.224200,0.259600,0.222700,0.262800,0.220500,0.255800,2.500386,0.150000,-0.320000,0.370000,0.380000
1Y7O,0.301400,0.348700,0.290900,0.355400,0.302300,0.348400,2.500453,1.050000,-0.670000,-0.090000,0.030000
1F97,0.226800,0.267100,0.205300,0.256500,0.217900,0.229300,2.500748,2.150000,1.060000,0.890000,3.780000
1PJR,0.324800,0.352800,0.322300,0.348000,0.352900,0.381000,2.500937,0.250000,0.480000,-2.810000,-2.820000
3MML,0.268600,0.312500,0.268200,0.311000,0.261800,0.308700,2.501158,0.040000,0.150000,0.680000,0.380000
4L7Z,0.291400,0.340400,0.290600,0.336000,0.280200,0.326600,2.501610,0.080000,0.440000,1.120000,1.380000
1OMW,0.272100,0.334900,0.282600,0.364000,0.251500,0.330200,2.501853,-1.050000,-2.910000,2.060000,0.470000
3TSZ,0.265500,0.315300,0.261400,0.321600,0.255500,0.288300,2.502024,0.410000,-0.630000,1.000000,2.700000
2NVN,0.286300,0.332200,0.299300,0.327500,0.275600,0.293200,2.502891,-1.300000,0.470000,1.070000,3.900000
6HFG,0.274900,0.308100,0.273100,0.311900,0.263100,0.293600,2.503104,0.180000,-0.380000,1.180000,1.450000
1O5T,0.292000,0.373500,0.285000,0.362200,0.304400,0.389700,2.503524,0.700000,1.130000,-1.240000,-1.620000
3N39,0.230400,0.289600,0.225800,0.291100,0.220600,0.290200,2.504823,0.460000,-0.150000,0.980000,-0.060000
5WRR,0.308300,0.348800,0.327500,0.367200,0.289500,0.328500,2.505960,-1.920000,-1.840000,1.880000,2.030000
4O92,0.432600,0.465800,0.415900,0.473700,0.411500,0.460200,2.508673,1.670000,-0.790000,2.110000,0.560000
5GHR,0.295700,0.354400,0.293800,0.356000,0.282800,0.349200,2.509007,0.190000,-0.160000,1.290000,0.520000
2ZIU,0.475500,0.487600,0.465700,0.504700,0.466100,0.497800,2.511469,0.980000,-1.710000,0.940000,-1.020000
6RPT,0.344200,0.400000,0.342900,0.398300,0.337000,0.380200,2.517931,0.130000,0.170000,0.720000,1.980000
4B18,0.233200,0.278600,0.233700,0.271400,0.266200,0.306300,2.519944,-0.050000,0.720000,-3.300000,-2.770000
5D5H,0.213400,0.260000,0.207900,0.258500,0.215800,0.259300,2.520025,0.550000,0.150000,-0.240000,0.070000
6R6T,0.230900,0.295100,0.224100,0.286700,0.223300,0.280700,2.534542,0.680000,0.840000,0.760000,1.440000
2B3X,0.403100,0.435500,0.328400,0.390600,0.360700,0.417900,2.540323,7.470000,4.490000,4.240000,1.760000
5J9K,0.323700,0.373900,0.319900,0.383200,0.311200,0.365800,2.550018,0.380000,-0.930000,1.250000,0.810000
6L9F,0.324100,0.379500,0.304400,0.373800,0.309400,0.365500,2.554628,1.970000,0.570000,1.470000,1.400000
5IAW,0.302100,0.363600,0.282400,0.359500,0.318900,0.380600,2.580052,1.970000,0.410000,-1.680000,-1.700000
1TML,0.177400,0.239200,0.144100,0.228500,0.165000,0.223000,2.582427,3.330000,1.070000,1.240000,1.620000
2AG0,0.225300,0.281500,0.216700,0.278200,0.221700,0.274300,2.583379,0.860000,0.330000,0.360000,0.720000
1UTB,0.226800,0.261400,0.232400,0.271300,0.222800,0.257700,2.587790,-0.560000,-0.990000,0.400000,0.370000
1ZJ8,0.237400,0.289900,0.224900,0.297800,0.259300,0.324800,2.589994,1.250000,-0.790000,-2.190000,-3.490000
2E1M,0.462100,0.540900,0.451000,0.538000,0.450500,0.542700,2.593267,1.110000,0.290000,1.160000,-0.180000
3FVE,0.261800,0.290800,0.255500,0.289900,0.251200,0.291100,2.593823,0.630000,0.090000,1.060000,-0.030000
5U6K,0.244100,0.287000,0.258100,0.305600,0.297200,0.334900,2.594510,-1.400000,-1.860000,-5.310000,-4.790000
6M20,0.427400,0.482300,0.415100,0.468300,0.409900,0.456000,2.595396,1.230000,1.400000,1.750000,2.630000
5SVE,0.283600,0.344900,0.286400,0.335600,0.274800,0.328700,2.596018,-0.280000,0.930000,0.880000,1.620000
3MKR,0.239300,0.271300,0.232800,0.268300,0.225500,0.264600,2.597412,0.650000,0.300000,1.380000,0.670000
3A58,0.332700,0.363300,0.325700,0.369300,0.311900,0.359600,2.597802,0.700000,-0.600000,2.080000,0.370000
3HHC,0.357800,0.420900,0.329200,0.439500,0.360800,0.432500,2.598829,2.860000,-1.860000,-0.300000,-1.160000
4H9D,0.355000,0.410900,0.330300,0.384500,0.326400,0.404000,2.598890,2.470000,2.640000,2.860000,0.690000
4HJW,0.250700,0.297100,0.248400,0.290600,0.237300,0.284800,2.599973,0.230000,0.650000,1.340000,1.230000
1GQ9,0.395200,0.386200,0.257900,0.334500,0.293200,0.314500,2.600001,13.730000,5.170000,10.200000,7.170000
2XPI,0.242900,0.296000,0.222900,0.274600,0.243900,0.314300,2.600004,2.000000,2.140000,-0.100000,-1.830000
5ETA,0.277200,0.331100,0.262800,0.328500,0.294100,0.354600,2.600006,1.440000,0.260000,-1.690000,-2.350000
6B8Q,0.415200,0.463700,0.410400,0.480500,0.405100,0.466000,2.600014,0.480000,-1.680000,1.010000,-0.230000
5CVR,0.266100,0.276200,0.255900,0.313400,0.265300,0.310600,2.600036,1.020000,-3.720000,0.080000,-3.440000
4BX9,0.266200,0.316000,0.253700,0.306200,0.242900,0.291400,2.600043,1.250000,0.980000,2.330000,2.460000
4CSO,0.228500,0.302700,0.216100,0.314000,0.217500,0.309200,2.600044,1.240000,-1.130000,1.100000,-0.650000
1LNZ,0.442800,0.474500,0.407600,0.468500,0.407800,0.458100,2.600085,3.520000,0.600000,3.500000,1.640000
5EBB,0.289600,0.346300,0.289400,0.344500,0.293500,0.343900,2.600093,0.020000,0.180000,-0.390000,0.240000
5VQG,0.389400,0.411100,0.269300,0.359000,0.397500,0.421900,2.600104,12.010000,5.210000,-0.810000,-1.080000
1BYW,0.236500,0.251300,0.237000,0.259400,0.224300,0.228900,2.600198,-0.050000,-0.810000,1.220000,2.240000
2ACJ,0.462600,0.483100,0.423000,0.515500,0.447800,0.505900,2.600296,3.960000,-3.240000,1.480000,-2.280000
2FH9,0.339200,0.382600,0.324500,0.407600,0.342700,0.391300,2.601253,1.470000,-2.500000,-0.350000,-0.870000
1S1C,0.311400,0.385200,0.294300,0.379000,0.294300,0.366500,2.602965,1.710000,0.620000,1.710000,1.870000
4QQR,0.247600,0.311500,0.245200,0.312700,0.236600,0.297000,2.602990,0.240000,-0.120000,1.100000,1.450000
6Z3U,0.443500,0.466600,0.359700,0.428600,0.460000,0.476600,2.604033,8.380000,3.800000,-1.650000,-1.000000
7DUF,0.437900,0.511900,0.423700,0.507200,0.514300,0.514600,2.605150,1.420000,0.470000,-7.640000,-0.270000
3R0Q,0.254900,0.324500,0.236600,0.313200,0.262700,0.334200,2.606486,1.830000,1.130000,-0.780000,-0.970000
6U75,0.248800,0.295400,0.238500,0.293800,0.235600,0.292800,2.631794,1.030000,0.160000,1.320000,0.260000
3U66,0.318200,0.410000,0.308300,0.394200,0.314900,0.400900,2.632760,0.990000,1.580000,0.330000,0.910000
4JX2,0.371000,0.428700,0.306800,0.370000,0.364100,0.412200,2.650007,6.420000,5.870000,0.690000,1.650000
3UN9,0.335800,0.400900,0.335000,0.411600,0.319300,0.403500,2.650017,0.080000,-1.070000,1.650000,-0.260000
4MJG,0.267900,0.327900,0.256100,0.322500,0.253200,0.328100,2.650048,1.180000,0.540000,1.470000,-0.020000
6N5U,0.230100,0.305700,0.224000,0.297200,0.242600,0.305600,2.660577,0.610000,0.850000,-1.250000,0.010000
4WIP,0.272700,0.318000,0.251900,0.310700,0.302400,0.336600,2.691123,2.080000,0.730000,-2.970000,-1.860000
3SUZ,0.406600,0.426100,0.407100,0.441500,0.398000,0.446400,2.693661,-0.050000,-1.540000,0.860000,-2.030000
