metric,reference,code,d_min,delta_pp
R-work,REFMAC,2QYA,2.170056,1.75
R-work,REFMAC,2QCO,2.173924,0.68
R-work,REFMAC,2C8X,2.174127,1.31
R-work,REFMAC,4WAL,2.178206,-0.6
R-work,REFMAC,6RR0,2.180004,-3.45
R-work,REFMAC,7F9K,2.180016,0.11
R-work,REFMAC,3I38,2.193238,1.92
R-work,REFMAC,3CMQ,2.195898,0.65
R-work,REFMAC,4WWM,2.196848,-1.04
R-work,REFMAC,6ZH1,2.19902,3.55
R-work,REFMAC,1WV8,2.199249,-5.55
R-work,REFMAC,5N8R,2.199505,3.66
R-work,REFMAC,1WTY,2.199907,0.98
R-work,REFMAC,6EUS,2.200002,0.26
R-work,REFMAC,3KKE,2.200003,0.46
R-work,REFMAC,4X3E,2.200005,0.41
R-work,REFMAC,2NTX,2.200005,1.72
R-work,REFMAC,6D97,2.200009,0.48
R-work,REFMAC,1EJH,2.20001,0.23
R-work,REFMAC,1VB3,2.200018,-0.11
R-work,REFMAC,1YK3,2.20002,0.56
R-work,REFMAC,1VLM,2.200026,0.94
R-work,REFMAC,4G3H,2.200029,1.23
R-work,REFMAC,3W3W,2.200033,0.15
R-work,REFMAC,2IJE,2.200036,0.3
R-work,REFMAC,4JGX,2.200037,1.66
R-work,REFMAC,3NO8,2.200039,0.27
R-work,REFMAC,2A25,2.200046,-0.27
R-work,REFMAC,5Q1H,2.200047,0.83
R-work,REFMAC,2F8L,2.200051,0.56
R-work,REFMAC,3N74,2.200057,0.09
R-work,REFMAC,3T9O,2.200096,1.18
R-work,REFMAC,1FG3,2.200241,0.2
R-work,REFMAC,3QC1,2.200494,5.47
R-work,REFMAC,3DJN,2.20057,0.19
R-work,REFMAC,1N6J,2.201062,-0.06
R-work,REFMAC,3JWH,2.202012,2.43
R-work,REFMAC,3UVO,2.202578,0.84
R-work,REFMAC,6J7Y,2.202589,0.39
R-work,REFMAC,1ETE,2.203287,1.56
R-work,REFMAC,3V70,2.206465,0.6
R-work,REFMAC,4UCI,2.210001,3.73
R-work,REFMAC,1Y8Q,2.217328,0.35
R-work,REFMAC,1EJ1,2.21973,0.52
R-work,REFMAC,4EOY,2.222293,0.0
R-work,REFMAC,2EXU,2.225396,1.07
R-work,REFMAC,2FFF,2.225953,1.37
R-work,REFMAC,6FX6,2.228005,0.15
R-work,REFMAC,2Q1Z,2.239024,4.05
R-work,REFMAC,5DRM,2.240542,-0.45
R-work,REFMAC,4Q13,2.241193,2.59
R-work,REFMAC,5DBE,2.246022,2.71
R-work,REFMAC,2XPL,2.248756,0.4
R-work,REFMAC,2P62,2.249991,-0.42
R-work,REFMAC,3HST,2.250001,-0.61
R-work,REFMAC,4RHO,2.250007,3.08
R-work,REFMAC,2C90,2.250094,1.31
R-work,REFMAC,1IKN,2.250901,1.09
R-work,REFMAC,5VLB,2.254547,1.51
R-work,REFMAC,3HBC,2.269217,1.14
R-work,REFMAC,1JN9,2.270042,8.78
R-work,REFMAC,6OHI,2.272001,8.67
R-work,REFMAC,1A7V,2.272762,0.71
R-work,REFMAC,1OC0,2.280005,0.93
R-work,REFMAC,4EWI,2.280053,2.49
R-work,REFMAC,5A0T,2.282618,0.24
R-work,REFMAC,1WU2,2.283683,1.32
R-work,REFMAC,2I7H,2.288015,0.31
R-work,REFMAC,4QXA,2.292019,0.92
R-work,REFMAC,6VD8,2.295029,-9.9
R-work,REFMAC,3H1T,2.29676,0.88
R-work,REFMAC,1YEM,2.297646,0.74
R-work,REFMAC,7JI4,2.298366,-1.4
R-work,REFMAC,5TJA,2.299038,-1.39
R-work,REFMAC,2B7O,2.299122,0.32
R-work,REFMAC,1Q15,2.299922,0.85
R-work,REFMAC,4PFS,2.299984,2.2
R-work,REFMAC,6RFT,2.299988,1.83
R-work,REFMAC,4R10,2.299991,-0.86
R-work,REFMAC,6IR8,2.30001,2.16
R-work,REFMAC,1N0L,2.300016,1.88
R-work,REFMAC,1OBR,2.300017,0.35
R-work,REFMAC,5UV4,2.300025,1.29
R-work,REFMAC,1PG3,2.300028,0.5
R-work,REFMAC,1AJ6,2.300033,-3.03
R-work,REFMAC,5H5Y,2.300037,1.4
R-work,REFMAC,4PQZ,2.300042,-1.54
R-work,REFMAC,1BIA,2.300049,-0.22
R-work,REFMAC,2Y9W,2.300059,0.53
R-work,REFMAC,2D0T,2.300066,0.88
R-work,REFMAC,6JC4,2.300078,0.06
R-work,REFMAC,1AK5,2.300098,-0.26
R-work,REFMAC,5XUK,2.3001,-3.62
R-work,REFMAC,2GD9,2.300228,0.87
R-work,REFMAC,2VZB,2.300266,1.04
R-work,REFMAC,6JZA,2.300281,4.16
R-work,REFMAC,2AQ4,2.300425,-1.09
R-work,REFMAC,2Z7E,2.300671,5.0
R-work,REFMAC,3PPU,2.301516,0.43
R-work,REFMAC,1RZN,2.301586,-0.19
R-work,REFMAC,3HTK,2.30573,-1.63
R-work,REFMAC,2GA9,2.306743,0.62
R-work,REFMAC,3UNG,2.30964,4.48
R-work,REFMAC,2P8Q,2.313724,4.51
R-work,REFMAC,3CQO,2.320756,0.66
R-work,REFMAC,5DAY,2.329002,3.64
R-work,REFMAC,2QKL,2.330042,-1.98
R-work,REFMAC,3T0Q,2.341774,0.88
R-work,REFMAC,6L8E,2.346019,1.13
R-work,REFMAC,5C5V,2.347882,1.2
R-work,REFMAC,5I47,2.34961,-1.03
R-work,REFMAC,3DLA,2.350032,0.26
R-work,REFMAC,3EC1,2.35263,1.53
R-work,REFMAC,3RST,2.366721,0.45
R-work,REFMAC,5TLD,2.373732,-0.17
R-work,REFMAC,1QJV,2.377253,0.95
R-work,REFMAC,2P1L,2.391001,1.08
R-work,REFMAC,6JJW,2.393315,-2.98
R-work,REFMAC,2B5E,2.398087,4.75
R-work,REFMAC,2Z1Z,2.398485,0.43
R-work,REFMAC,5UQP,2.398661,1.1
R-work,REFMAC,1E79,2.399897,4.44
R-work,REFMAC,1SO2,2.399966,0.85
R-work,REFMAC,4EX5,2.39998,0.54
R-work,REFMAC,6CQL,2.400001,0.75
R-work,REFMAC,4ALY,2.400006,-0.03
R-work,REFMAC,4FC4,2.400013,0.26
R-work,REFMAC,3IC8,2.400036,3.16
R-work,REFMAC,7KQ0,2.400066,0.44
R-work,REFMAC,1OY5,2.400091,1.18
R-work,REFMAC,6F1S,2.400097,0.18
R-work,REFMAC,2AP2,2.400123,1.0
R-work,REFMAC,3R6B,2.400189,-5.38
R-work,REFMAC,3E8V,2.40043,-4.48
R-work,REFMAC,2F9Z,2.401122,0.25
R-work,REFMAC,5UZU,2.402722,1.13
R-work,REFMAC,4GMV,2.402827,1.76
R-work,REFMAC,7JN9,2.403713,0.45
R-work,REFMAC,5GOX,2.405085,1.62
R-work,REFMAC,6WT6,2.405941,0.27
R-work,REFMAC,3KXR,2.41383,0.29
R-work,REFMAC,3MB2,2.414079,2.44
R-work,REFMAC,5IYX,2.426943,2.88
R-work,REFMAC,3E98,2.430022,3.29
R-work,REFMAC,3CAX,2.432614,0.17
R-work,REFMAC,3OFJ,2.434069,-0.58
R-work,REFMAC,1JAC,2.438061,1.24
R-work,REFMAC,4PSI,2.450007,2.75
R-work,REFMAC,4FIX,2.450655,-0.44
R-work,REFMAC,6VHI,2.45894,-0.42
R-work,REFMAC,6K6R,2.470881,-0.47
R-work,REFMAC,6S2P,2.475763,-0.23
R-work,REFMAC,1R3U,2.483102,0.35
R-work,REFMAC,2NLY,2.485034,0.84
R-work,REFMAC,1X1Q,2.489373,10.5
R-work,REFMAC,3TU7,2.494743,7.44
R-work,REFMAC,3SF5,2.495086,0.9
R-work,REFMAC,3P86,2.495321,1.9
R-work,REFMAC,1VDD,2.495882,2.97
R-work,REFMAC,3KFW,2.496041,1.24
R-work,REFMAC,5AA5,2.496605,2.8
R-work,REFMAC,1UEF,2.497232,3.79
R-work,REFMAC,2CB4,2.499953,0.72
R-work,REFMAC,4NWZ,2.500007,1.09
R-work,REFMAC,2YGK,2.500012,1.87
R-work,REFMAC,3H6E,2.500013,2.13
R-work,REFMAC,3VYN,2.500014,1.91
R-work,REFMAC,5LTD,2.500026,1.5
R-work,REFMAC,5LU2,2.500029,2.76
R-work,REFMAC,5OU8,2.500032,1.67
R-work,REFMAC,2IVM,2.500035,-11.29
R-work,REFMAC,7K3J,2.500048,1.69
R-work,REFMAC,5XRW,2.500056,4.92
R-work,REFMAC,6PJQ,2.500062,2.58
R-work,REFMAC,1FSI,2.500125,1.68
R-work,REFMAC,5TM9,2.500129,0.93
R-work,REFMAC,4ME9,2.500178,3.09
R-work,REFMAC,3VEP,2.500252,-0.3
R-work,REFMAC,3LOC,2.500386,2.96
R-work,REFMAC,1HNO,2.500386,0.42
R-work,REFMAC,1Y7O,2.500453,0.89
R-work,REFMAC,1F97,2.500748,3.06
R-work,REFMAC,1PJR,2.500937,2.2
R-work,REFMAC,3MML,2.501158,1.53
R-work,REFMAC,4L7Z,2.50161,1.43
R-work,REFMAC,1OMW,2.501853,2.46
R-work,REFMAC,3TSZ,2.502024,1.81
R-work,REFMAC,2NVN,2.502891,2.95
R-work,REFMAC,6HFG,2.503104,2.2
R-work,REFMAC,1O5T,2.503524,3.99
R-work,REFMAC,3N39,2.504823,1.26
R-work,REFMAC,5WRR,2.50596,2.61
R-work,REFMAC,4O92,2.508673,4.29
R-work,REFMAC,5GHR,2.509007,2.41
R-work,REFMAC,2ZIU,2.511469,0.22
R-work,REFMAC,6RPT,2.517931,1.24
R-work,REFMAC,4B18,2.519944,-2.43
R-work,REFMAC,5D5H,2.520025,1.62
R-work,REFMAC,6R6T,2.534542,1.28
R-work,REFMAC,2B3X,2.540323,6.69
R-work,REFMAC,5J9K,2.550018,1.38
R-work,REFMAC,6L9F,2.554628,3.56
R-work,REFMAC,5IAW,2.580052,1.44
R-work,REFMAC,1TML,2.582427,5.51
R-work,REFMAC,2AG0,2.583379,0.65
R-work,REFMAC,1UTB,2.58779,0.69
R-work,REFMAC,1ZJ8,2.589994,-1.34
R-work,REFMAC,2E1M,2.593267,3.41
R-work,REFMAC,3FVE,2.593823,1.02
R-work,REFMAC,5U6K,2.59451,-4.33
R-work,REFMAC,6M20,2.595396,3.18
R-work,REFMAC,5SVE,2.596018,5.51
R-work,REFMAC,3MKR,2.597412,2.02
R-work,REFMAC,3A58,2.597802,2.59
R-work,REFMAC,3HHC,2.598829,2.88
R-work,REFMAC,4H9D,2.59889,3.92
R-work,REFMAC,4HJW,2.599973,2.24
R-work,REFMAC,1GQ9,2.600001,12.55
R-work,REFMAC,2XPI,2.600004,2.34
R-work,REFMAC,5ETA,2.600006,2.01
R-work,REFMAC,6B8Q,2.600014,2.33
R-work,REFMAC,5CVR,2.600036,2.47
R-work,REFMAC,4BX9,2.600043,2.55
R-work,REFMAC,4CSO,2.600044,2.11
R-work,REFMAC,1LNZ,2.600085,3.79
R-work,REFMAC,5EBB,2.600093,2.78
R-work,REFMAC,5VQG,2.600104,1.69
R-work,REFMAC,1BYW,2.600198,2.33
R-work,REFMAC,2ACJ,2.600296,0.01
R-work,REFMAC,2FH9,2.601253,3.26
R-work,REFMAC,1S1C,2.602965,2.58
R-work,REFMAC,4QQR,2.60299,2.58
R-work,REFMAC,6Z3U,2.604033,-1.67
R-work,REFMAC,7DUF,2.60515,-5.91
R-work,REFMAC,3R0Q,2.606486,0.88
R-work,REFMAC,6U75,2.631794,1.97
R-work,REFMAC,3U66,2.63276,1.95
R-work,REFMAC,4JX2,2.650007,9.68
R-work,REFMAC,3UN9,2.650017,3.04
R-work,REFMAC,4MJG,2.650048,2.0
R-work,REFMAC,6N5U,2.660577,0.56
R-work,REFMAC,4WIP,2.691123,-1.48
R-work,REFMAC,3SUZ,2.693661,1.6
R-work,REFMAC,3THF,2.695052,4.22
R-work,REFMAC,4HKA,2.699767,3.4
R-work,REFMAC,5ME9,2.700001,3.6
R-work,REFMAC,5UX5,2.700005,2.0
R-work,REFMAC,6XZ6,2.700024,1.25
R-work,REFMAC,5C7F,2.700048,2.7
R-work,REFMAC,7E2E,2.700286,2.78
R-work,REFMAC,6R0L,2.700563,11.92
R-work,REFMAC,2IO7,2.701319,1.21
R-work,REFMAC,7CFD,2.703675,9.23
R-work,REFMAC,1CI0,2.703708,2.59
R-work,REFMAC,5JTA,2.717681,2.28
R-work,REFMAC,6VPT,2.718242,2.55
R-work,REFMAC,5K6S,2.718681,1.42
R-work,REFMAC,5J0A,2.739012,2.95
R-work,REFMAC,3AQG,2.744165,1.58
R-work,REFMAC,2BTY,2.750067,4.4
R-work,REFMAC,6YFV,2.750181,4.96
R-work,REFMAC,6SXW,2.750638,1.11
R-work,REFMAC,3AV4,2.752139,3.42
R-work,REFMAC,7BW1,2.782573,0.49
R-work,REFMAC,5WJQ,2.793988,2.05
R-work,REFMAC,4NUF,2.796104,1.46
R-work,REFMAC,2A3V,2.798933,4.47
R-work,REFMAC,3BVQ,2.799061,4.07
R-work,REFMAC,6AGI,2.799413,3.89
R-work,REFMAC,6I1R,2.799924,2.29
R-work,REFMAC,5I9E,2.8,0.92
R-work,REFMAC,3B2D,2.800014,5.69
R-work,REFMAC,1HTN,2.800026,0.85
R-work,REFMAC,5XUQ,2.800031,0.26
R-work,REFMAC,1W8A,2.800037,0.6
R-work,REFMAC,4PDE,2.800053,3.18
R-work,REFMAC,1WD8,2.800085,2.84
R-work,REFMAC,3FBI,2.800135,1.26
R-work,REFMAC,2OD8,2.800199,1.72
R-work,REFMAC,1V8Q,2.800227,6.47
R-work,REFMAC,7BV5,2.801004,3.66
R-work,REFMAC,5JHO,2.801317,2.67
R-work,REFMAC,6AF3,2.803475,4.31
R-work,REFMAC,4W2R,2.807286,2.42
R-work,REFMAC,2YGB,2.810016,-2.96
R-work,REFMAC,1VER,2.820304,3.15
R-work,REFMAC,4LD7,2.829964,3.74
R-work,REFMAC,5AD0,2.838758,13.92
R-work,REFMAC,7EWF,2.85003,3.45
R-work,REFMAC,7LF4,2.850077,0.05
R-work,REFMAC,3PZ8,2.873268,2.64
R-work,REFMAC,4OC8,2.883917,3.75
R-work,REFMAC,1R1K,2.896923,4.71
R-work,REFMAC,3TIX,2.900002,1.93
R-work,REFMAC,5N6H,2.900003,2.23
R-work,REFMAC,3W3T,2.90003,5.42
R-work,REFMAC,2YJT,2.90015,6.98
R-work,REFMAC,2ZME,2.900152,2.85
R-work,REFMAC,1M6E,2.900392,1.89
R-work,REFMAC,3SHW,2.901063,2.81
R-work,REFMAC,7F9M,2.901076,1.05
R-work,REFMAC,3MV2,2.90493,-2.16
R-work,REFMAC,5GJM,2.905603,14.65
R-work,REFMAC,2PK9,2.906443,2.12
R-work,REFMAC,3W0L,2.920262,5.49
R-work,REFMAC,5IY4,2.945057,8.33
R-work,REFMAC,6T80,2.990346,4.07
R-work,REFMAC,2XD0,2.999488,4.08
R-work,REFMAC,6A93,3.000016,0.14
R-work,REFMAC,4CKT,3.000176,5.86
